Set,Number,Purpose,Chem1,Chem2,Chem3,Chem4,Chem5,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,Mval_01.1,Mval_01.2,Mval_02,Mval_03.1,Mval_03.2,Mval_04,Mval_05,Mval_06.1,Mval_06.2,Remarks
20061113OPD,3,Condition_1539,,DXX,7.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,86.83,,,,,-0.029,-0.019,
20061113OPD,4,Condition_1539,,DXX,7.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.14,,86.76,,,,,-0.032,-0.023,
20061113OPD,5,Condition_1539,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.44,,86.92,,,,,-0.03,-0.022,
20061113OPD,6,Condition_1539,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,86.75,,,,,-0.025,-0.016,
20061113OPD,7,Condition_1539,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,86.70,,,,,-0.027,-0.02,
20061113OPD,8,Condition_1539,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,3.98,,86.77,,,,,-0.026,-0.015,
20061113OPD,9,Condition_1539,,DXX,12.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.18,,86.91,,,,,-0.028,-0.02,
20061113OPD,10,Condition_1539,,DXX,12.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.54,,86.87,,,,,-0.033,-0.026,
20061113OPD,11,Condition_1539,,DXX,12.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.19,,86.85,,,,,-0.03,-0.02,
20061113OPD,12,Condition_1539,,DXX,12.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.12,,86.68,,,,,-0.028,-0.018,
20061113OPD,13,Condition_1539,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,86.87,,,,,-0.017,-0.007,
20061113OPD,14,Condition_1539,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.10,,86.66,,,,,-0.028,-0.02,
20061113OPD,15,Condition_1539,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,86.91,,,,,-0.024,-0.014,
20061113OPD,16,Condition_1539,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.24,,86.53,,,,,-0.032,-0.023,
20061113OPD,17,Condition_1539,,DXX,17.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.16,,86.68,,,,,-0.028,-0.021,
20061113OPD,18,Condition_1539,,DXX,17.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,86.99,,,,,-0.027,-0.02,
20061113OPD,19,Condition_1539,,DXX,17.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.07,,86.88,,,,,-0.022,-0.015,
20061113OPD,20,Condition_1539,,DXX,17.5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,87.01,,,,,-0.025,-0.018,
20061113OPD,21,Condition_1539,,DXX,20,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.24,,86.86,,,,,-0.026,-0.019,
20061113OPD,22,Condition_1539,,DXX,20,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.21,,86.90,,,,,-0.027,-0.018,
20061113OPD,23,Condition_1539,,DXX,20,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.00,,86.89,,,,,-0.023,-0.016,
20061113OPD,24,Condition_1539,,DXX,20,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,86.86,,,,,-0.024,-0.018,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061203OPK,1,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,86.90,,,,,,,
20061203OPK,2,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,86.93,,,,,,,
20061203OPK,3,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.28,,86.53,,,,,,,
20061203OPK,4,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,86.69,,,,,,,
20061203OPK,5,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.34,,86.87,,,,,,,
20061203OPK,6,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,86.76,,,,,,,
20061203OPK,7,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,86.77,,,,,,,
20061203OPK,8,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.32,,86.66,,,,,,,
20061203OPK,9,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.48,,87.15,,,,,,,
20061203OPK,10,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.32,,87.07,,,,,,,
20061203OPK,11,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.41,,87.21,,,,,,,
20061203OPK,12,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,87.13,,,,,,,
20061203OPK,13,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,87.39,,,,,,,
20061203OPK,14,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.22,,87.36,,,,,,,
20061203OPK,15,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.47,,87.31,,,,,,,
20061203OPK,16,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.46,,87.18,,,,,,,
20061203OPK,17,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.22,,86.84,,,,,,,
20061203OPK,18,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,86.74,,,,,,,
20061203OPK,19,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,86.68,,,,,,,
20061203OPK,20,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,86.66,,,,,,,
20061203OPK,21,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,86.53,,,,,,,
20061203OPK,22,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,86.46,,,,,,,
20061203OPK,23,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.42,,86.60,,,,,,,
20061203OPK,24,Condition_1540,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,86.61,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061204OPD,1,Condition_1541,CHM856,FKI,,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.75,,88.17,,,,,,,
20061204OPD,2,Condition_1541,CHM856,FKI,,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,88.16,,,,,,,
20061204OPD,3,Condition_1541,CHM856,FKI,,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.63,,88.02,,,,,,,
20061204OPD,4,Condition_1541,CHM856,FKI,,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,88.27,,,,,,,
20061204OPD,5,Condition_1541,,,,,4.2TSV25TKV10MHR10HI10JOHQ5JKK40,Sub-II,100,90,80,40,200,22,40,30,130,4.39,,83.02,,,,,,,
20061204OPD,6,Condition_1541,,,,,4.2TSV25TKV10MHR10HI10JOHQ5JKK40,Sub-II,100,90,80,40,200,22,40,30,130,4.42,,83.51,,,,,,,
20061204OPD,7,Condition_1541,,,,,4.2TSV25TKV10MHR10HI10JOHQ5JKK40,Sub-II,100,90,80,40,200,22,40,30,130,4.45,,83.15,,,,,,,
20061204OPD,8,Condition_1541,,,,,4.2TSV25TKV10MHR10HI10JOHQ5JKK40,Sub-II,100,90,80,40,200,22,40,30,130,4.11,,83.41,,,,,,,
20061204OPD,9,Condition_1541,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.52,,86.97,,,,,,,
20061204OPD,10,Condition_1541,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,86.94,,,,,,,
20061204OPD,11,Condition_1541,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.82,,86.94,,,,,,,
20061204OPD,12,Condition_1541,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.75,,86.89,,,,,,,
20061204OPD,13,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,84.39,,,,,,,
20061204OPD,14,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.19,,84.44,,,,,,,
20061204OPD,15,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,83.63,,,,,,,
20061204OPD,16,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.17,,85.04,,,,,,,
20061204OPD,17,Condition_1541,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.59,,86.94,,,,,,,
20061204OPD,18,Condition_1541,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,86.83,,,,,,,
20061204OPD,19,Condition_1541,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.13,,86.81,,,,,,,
20061204OPD,20,Condition_1541,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.56,,86.88,,,,,,,
20061204OPD,21,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.46,,86.66,,,,,,,
20061204OPD,22,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.42,,86.95,,,,,,,
20061204OPD,23,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.56,,86.67,,,,,,,
20061204OPD,24,Condition_1541,,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.55,,86.63,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061211OPD,1,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.37,,86.46,,,,,,,
20061211OPD,2,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.28,,86.65,,,,,,,
20061211OPD,3,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,86.50,,,,,,,
20061211OPD,4,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.07,,86.64,,,,,,,
20061211OPD,5,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.12,,86.89,,,,,,,
20061211OPD,6,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.28,,86.97,,,,,,,
20061211OPD,7,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.32,,86.94,,,,,,,
20061211OPD,8,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.02,,86.94,,,,,,,
20061211OPD,9,Condition_1542,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,87.06,,,,,,,
20061211OPD,10,Condition_1542,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.06,,87.12,,,,,,,
20061211OPD,11,Condition_1542,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,87.41,,,,,,,
20061211OPD,12,Condition_1542,CHM880,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,3.97,,87.16,,,,,,,
20061211OPD,13,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.28,,86.36,,,,,,,
20061211OPD,14,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.19,,86.59,,,,,,,
20061211OPD,15,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.15,,86.29,,,,,,,
20061211OPD,16,Condition_1542,,DXX,5,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.58,,86.57,,,,,,,
20061211OPD,17,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.56,,86.79,,,,,,,
20061211OPD,18,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.03,,87.02,,,,,,,
20061211OPD,19,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.53,,86.84,,,,,,,
20061211OPD,20,Condition_1542,,DXX,10,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.61,,86.83,,,,,,,
20061211OPD,21,Condition_1542,CHM553,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.32,,87.03,,,,,,,
20061211OPD,22,Condition_1542,CHM553,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,87.12,,,,,,,
20061211OPD,23,Condition_1542,CHM553,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.36,,87.12,,,,,,,
20061211OPD,24,Condition_1542,CHM553,DXX,15,,5TSV50HI50,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,87.15,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061211OPE,1,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,86.58,,,,,,,
20061211OPE,2,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,86.69,,,,,,,
20061211OPE,3,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.18,,86.59,,,,,,,
20061211OPE,4,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.28,,86.46,,,,,,,
20061211OPE,5,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,7.08,,86.90,,,,,,,
20061211OPE,6,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.03,,86.88,,,,,,,
20061211OPE,7,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,86.99,,,,,,,
20061211OPE,8,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,86.72,,,,,,,
20061211OPE,9,Condition_1542,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.24,,87.07,,,,,,,
20061211OPE,10,Condition_1542,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,3.94,,87.00,,,,,,,
20061211OPE,11,Condition_1542,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,87.09,,,,,,,
20061211OPE,12,Condition_1542,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.62,,86.76,,,,,,,
20061211OPE,13,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.07,,86.51,,,,,,,
20061211OPE,14,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,86.62,,,,,,,
20061211OPE,15,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.15,,86.62,,,,,,,
20061211OPE,16,Condition_1542,,DXX,5,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.30,,86.58,,,,,,,
20061211OPE,17,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.17,,86.98,,,,,,,
20061211OPE,18,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,86.73,,,,,,,
20061211OPE,19,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,86.89,,,,,,,
20061211OPE,20,Condition_1542,,DXX,10,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,86.70,,,,,,,
20061211OPE,21,Condition_1542,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.24,,87.10,,,,,,,
20061211OPE,22,Condition_1542,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.55,,86.99,,,,,,,
20061211OPE,23,Condition_1542,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,87.07,,,,,,,
20061211OPE,24,Condition_1542,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.21,,86.95,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061217OPK,1,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.27,,86.83,,,,24,,,
20061217OPK,2,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.42,,87.07,99.64,98.73,15,,,,
20061217OPK,3,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.56,,87.10,99.65,98.75,15,,,,
20061217OPK,4,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.70,,87.08,99.66,98.70,15,,,,
20061217OPK,5,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.06,,87.12,99.63,98.63,17,,,,
20061217OPK,6,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.01,,87.05,99.61,98.70,16,,,,
20061217OPK,7,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.06,,87.11,,,,42,,,
20061217OPK,8,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.03,,86.96,99.70,98.74,15,,,,
20061217OPK,9,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.53,,87.14,99.65,98.61,18,,,,
20061217OPK,10,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.95,,86.73,99.61,98.63,18,,,,
20061217OPK,11,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.99,,87.02,,,,34,,,
20061217OPK,12,Condition_1543,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.94,,86.99,99.63,98.61,18,,,,
20061217OPK,13,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.27,,86.99,,,,,,,
20061217OPK,14,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,87.25,,,,,,,
20061217OPK,15,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.29,,86.99,,,,,,,
20061217OPK,16,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,87.01,,,,,,,
20061217OPK,17,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.44,,87.04,,,,,,,
20061217OPK,18,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.34,,87.05,,,,,,,
20061217OPK,19,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,86.92,,,,,,,
20061217OPK,20,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.24,,86.92,,,,,,,
20061217OPK,21,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,86.96,,,,,,,
20061217OPK,22,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,87.10,,,,,,,
20061217OPK,23,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.40,,87.01,,,,,,,
20061217OPK,24,Condition_1543,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.33,,86.73,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070115OPD,1,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.00,,87.07,99.30,97.61,36,,,,
20070115OPD,2,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.98,,86.92,99.43,97.36,42,,,,
20070115OPD,3,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.01,,86.80,,,,38,,,
20070115OPD,4,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.95,,86.98,99.19,96.91,50,,,,
20070115OPD,5,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.94,,86.95,99.05,96.67,52,,,,
20070115OPD,6,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.90,,87.03,,,,51,,,
20070115OPD,7,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.02,,87.14,99.14,97.05,45,,,,
20070115OPD,8,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.02,,86.81,99.00,96.78,46,,,,
20070115OPD,9,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.08,,86.93,,,,31,,,
20070115OPD,10,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.02,,86.79,99.01,97.05,43,,,,
20070115OPD,11,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.02,,86.69,99.00,96.95,48,,,,
20070115OPD,12,Condition_1544,CHM880,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,3.89,,86.66,,,,52,,,
20070115OPD,13,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.15,,87.05,,,,,,,
20070115OPD,14,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.33,,86.85,,,,,,,
20070115OPD,15,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.25,,86.93,,,,,,,
20070115OPD,16,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.08,,86.78,,,,,,,
20070115OPD,17,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.19,,87.05,,,,,,,
20070115OPD,18,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.23,,86.88,,,,,,,
20070115OPD,19,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.45,,86.85,,,,,,,
20070115OPD,20,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.43,,86.89,,,,,,,
20070115OPD,21,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.31,,86.90,,,,,,,
20070115OPD,22,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.33,,86.87,,,,,,,
20070115OPD,23,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.26,,87.11,,,,,,,
20070115OPD,24,Condition_1545,CHM880,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.39,,87.01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20070120OPJ,1,Condition_1546,CHM856,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,5.02,,88.26,99.58,98.29,21,,,,
20070120OPJ,2,Condition_1546,CHM856,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,4.31,,87.97,99.60,98.33,20,,,,
20070120OPJ,3,Condition_1546,CHM856,FKI,15,,810,Sub-I,100,90,80,40,200,22,40,30,130,3.41,,88.18,99.61,98.37,20,,,,
20070120OPJ,4,Condition_1547,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.58,,88.30,99.54,98.06,25,,-0.017,-0.011,
20070120OPJ,5,Condition_1547,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,3.77,,88.13,99.52,98.12,24,,Test-Failed,Test-Failed,
20070120OPJ,6,Condition_1547,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,5.36,,88.27,99.64,98.41,18,,-0.012,-0.01,
20070120OPJ,7,Condition_1547,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.85,,88.28,99.57,98.29,23,,-0.019,-0.013,
20070120OPJ,8,Condition_1548,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,4.35,,88.31,,,,,-0.017,-0.013,
20070120OPJ,9,Condition_1548,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,5.16,,88.23,,,,,Test-Failed,Test-Failed,
20070120OPJ,10,Condition_1548,CHM856,FKI,15,,810,Sub-II,100,90,80,40,200,22,40,30,130,3.77,,88.29,,,,,-0.022,-0.017,
20070120OPJ,11,Condition_1546,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.83,,87.12,99.65,98.25,23,,,,
20070120OPJ,12,Condition_1546,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.62,,87.20,99.58,98.07,24,,,,
20070120OPJ,13,Condition_1546,CHM553,DXX,15,,909,Sub-I,100,90,80,40,200,22,40,30,130,4.32,,86.99,99.65,98.16,24,,,,
20070120OPJ,14,Condition_1547,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.22,,87.09,99.62,98.12,2,,-0.036,-0.026,
20070120OPJ,15,Condition_1547,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.64,,87.11,99.61,98.10,22,,-0.037,-0.028,
20070120OPJ,16,Condition_1547,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,5.81,,87.13,99.67,98.21,20,,-0.028,-0.02,
20070120OPJ,17,Condition_1547,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,3.93,,87.09,99.35,96.86,24,,-0.037,-0.028,
20070120OPJ,18,Condition_1548,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.06,,87.13,,,,,-0.039,-0.028,
20070120OPJ,19,Condition_1548,CHM553,DXX,15,,909,Sub-II,100,90,80,40,200,22,40,30,130,4.13,,87.01,,,,,_0.105,_0.114,
